Start,End,Duration,TCP Connect,TLS Handshake,Wait,Receive,Status,Content Type,Request Size,Response Size,URL
272697,272784,87,0,0,70,8,200,application/json,6553,575,https://default.stg.api.discomax.com/downloads-manager/any/downloads-manager/v1/user/downloads/active
274787,275131,344,13,38,41,25,200,image/png,204,7768,https://images.cdn.prd.api.discomax.com/2023%2F4%2F13%2F6464c054-300e-4800-815f-84e63545ca8c.png?w=400&p=true&q=85
274788,278135,3347,12,39,23,3026,200,image/png,202,3956545,https://us1-prod-images.disco-api.com/2022%2F9%2F14%2F74b8af60-6795-4ddc-bebe-88b0e41483fe.png?w=1300&p=true&q=85
282820,283143,323,0,0,315,7,200,application/json; charset=utf-8,349,263,https://kpck4q-skadsdkless.appsflyersdk.com/api/v2.0/conversion-value?uid=1697791623758-0309223&app_id=id1666653815&trigger=timer&session_counter=1&iaecounter=0&device_timestamp=1697791974361&prev_response_time=1697791964447&prev_update_time=1697791964448&prev_update_value=-10006&prev_response_code=404&session_length=null&os_version=14.6&sdk_version=6.11.0&bundle_id=com.discovery.mobile.enterprise.discoveryplus&device_model=iPhone13%2C2&gcv_transaction_id=306A0880-6F9C-4FEB-B7E5-C56E5B38CE05
284409,284879,470,16,99,87,13,200,application/x-protobuf,207,1576,https://app-measurement.com/config/app/1:345051420332:ios:9cc6dd93b9025c33023109?app_instance_id=6FF8C46BD5AC4F238A51344110636DC0&gmp_version=100400&runtime_version=0&platform=ios
284990,285105,115,0,0,107,7,201,application/json,994,248,https://api.apptentive.com/conversations/65323fdb76906c585b0e61b9/events
287481,287568,87,0,0,78,7,201,application/json,994,248,https://api.apptentive.com/conversations/65323fdb76906c585b0e61b9/events
292821,293061,240,0,0,234,6,200,application/json; charset=utf-8,349,263,https://kpck4q-skadsdkless.appsflyersdk.com/api/v2.0/conversion-value?uid=1697791623758-0309223&app_id=id1666653815&trigger=timer&session_counter=1&iaecounter=0&device_timestamp=1697791984450&prev_response_time=1697791974927&prev_update_time=1697791974929&prev_update_value=0&prev_response_code=200&session_length=null&os_version=14.6&sdk_version=6.11.0&bundle_id=com.discovery.mobile.enterprise.discoveryplus&device_model=iPhone13%2C2&gcv_transaction_id=76199E82-2516-4F20-8089-CF55E38609D1
296031,296113,82,0,0,65,7,200,application/json;charset=utf-8,6699,818,https://default.stg.api.discomax.com/users/arkose/data
296040,296136,96,0,0,81,13,201,application/json,995,248,https://api.apptentive.com/conversations/65323fdb76906c585b0e61b9/events
296138,296209,71,0,0,55,7,200,application/json,6647,993,https://default.stg.api.discomax.com/labs/api/v1/sessions/feature-flags/decisions
296551,296850,299,14,61,32,18,200,application/javascript; charset=utf-8,279,19808,https://wbd-api.arkoselabs.com/v2/49575484-7056-446F-AC5C-7F8CBD8C133A/api.js
297013,297067,54,0,0,44,10,200,text/html; charset=utf-8,339,2318,https://wbd-api.arkoselabs.com/v2/1.5.5/enforcement.fbfc14b0d793c6ef8359e0e4b4a91f67.html
297321,297460,139,0,0,122,17,200,application/javascript; charset=utf-8,377,40972,https://wbd-api.arkoselabs.com/v2/1.5.5/enforcement.fbfc14b0d793c6ef8359e0e4b4a91f67.js
297624,297656,32,0,0,24,8,200,text/plain;charset=UTF-8,329,812,https://wbd-api.arkoselabs.com/fc/api/sri/
297742,297862,120,0,0,109,10,200,application/json,329,2256,https://wbd-api.arkoselabs.com/v2/49575484-7056-446F-AC5C-7F8CBD8C133A/settings
297867,297975,108,0,0,88,20,200,application/javascript; charset=utf-8,377,51722,https://wbd-api.arkoselabs.com/cdn/fc/js/6af2c0d87b9879cbf3365be1a208293f84d37b1e/standard/funcaptcha_api.js?onload=loadChallenge
298310,298595,285,0,0,277,8,200,text/plain; charset=utf-8,9244,2109,https://wbd-api.arkoselabs.com/fc/gt2/public_key/49575484-7056-446F-AC5C-7F8CBD8C133A
298833,298891,58,0,0,48,10,200,application/json,329,1175,https://wbd-api.arkoselabs.com/cdn/fc/assets/ec-game-core/bootstrap/1.15.0/standard/sri.json
299009,299068,59,0,0,46,12,200,application/javascript,377,24547,https://wbd-api.arkoselabs.com/cdn/fc/assets/ec-game-core/bootstrap/1.15.0/standard/game_core_bootstrap.js
299110,300754,1644,0,0,1621,13,200,application/json;charset=utf-8,7323,4398,https://default.stg.api.discomax.com/login
299312,299527,215,0,0,204,11,200,text/plain;charset=UTF-8,329,812,https://wbd-api.arkoselabs.com/fc/api/sri/
299322,299534,212,0,0,198,13,200,application/javascript,329,1163,https://wbd-api.arkoselabs.com/fc/a/?callback=__jsonp_1697791990874&category=loaded&action=game+loaded&session_token=299178fc4d1194383.2919639802&data%5Bpublic_key%5D=49575484-7056-446F-AC5C-7F8CBD8C133A&data%5Bsite%5D=null
300922,301022,100,0,0,84,7,200,application/json,6709,468,https://stg.api.discomax.com/session-context/headwaiter/v1/bootstrap
301013,301192,179,0,0,170,8,200,application/json; charset=utf-8,349,263,https://kpck4q-skadsdkless.appsflyersdk.com/api/v2.0/conversion-value?uid=1697791623758-0309223&app_id=id1666653815&trigger=fc&session_counter=1&iaecounter=0&device_timestamp=1697791992569&prev_response_time=1697791984846&prev_update_time=1697791984847&prev_update_value=-10010&prev_response_code=200&session_length=null&os_version=14.6&sdk_version=6.11.0&bundle_id=com.discovery.mobile.enterprise.discoveryplus&device_model=iPhone13%2C2&gcv_transaction_id=5D2F07A0-0BE4-418C-BA71-4410058B963D
301166,301263,97,0,0,76,11,200,application/json,6669,2589,https://default.stg.api.discomax.com/labs/api/v1/sessions/feature-flags/decisions?projectId=eee34681-a45b-42da-a487-81544dfbe620
301176,301290,114,0,0,70,35,200,application/json,6669,386,https://default.stg.api.discomax.com/entitlements/userEntitlementsSummary/me
301265,301631,366,0,0,343,14,200,application/json;charset=utf-8,6669,870,https://default.stg.api.discomax.com/users/me?validateAccount=true
301276,301414,138,0,0,119,9,200,application/json;charset=utf-8,6669,427,https://default.stg.api.discomax.com/users/me/partners
301293,301626,333,0,0,323,9,200,text/plain,2290,205,https://kpck4q-launches.appsflyersdk.com/api/v6.11/iosevent?app_id=1666653815&buildnumber=6.11.0
301680,301859,179,0,0,173,5,200,text/plain,2352,205,https://kpck4q-inapps.appsflyersdk.com/api/v6.11/iosevent?app_id=1666653815&buildnumber=6.11.0
301768,301906,138,0,0,122,7,200,application/json;charset=utf-8,6669,1504,https://default.stg.api.discomax.com/users/me/profiles
302093,302294,201,0,0,187,12,200,application/json; charset=utf-8,349,263,https://kpck4q-skadsdkless.appsflyersdk.com/api/v2.0/conversion-value?uid=1697791623758-0309223&app_id=id1666653815&trigger=timer&session_counter=1&iaecounter=0&device_timestamp=1697791993643&prev_response_time=1697791992981&prev_update_time=1697791992982&prev_update_value=-10010&prev_response_code=200&session_length=null&os_version=14.6&sdk_version=6.11.0&bundle_id=com.discovery.mobile.enterprise.discoveryplus&device_model=iPhone13%2C2&gcv_transaction_id=C9EB5D8A-6D41-4AF6-AEC0-6BBE1C594BF1
302195,302291,96,0,0,77,10,200,application/json;charset=utf-8,6733,406,https://default.stg.api.discomax.com/legal/region
302446,302668,222,0,0,207,6,200,application/json;charset=utf-8,6733,406,https://default.stg.api.discomax.com/legal/region
302853,302954,101,0,0,85,7,200,application/json;charset=utf-8,6773,2752,https://default.stg.api.discomax.com/legal/terms?decorators=articleBodyRichText.richTextHtml&filter%5Bkind.brandId%5D=beam&include=kind%2Cconsent
303195,303269,74,0,0,58,7,200,application/json,6669,538,https://default.stg.api.discomax.com/cms/configs/geoblock
303537,303742,205,0,0,189,7,200,application/json;charset=utf-8,6669,434,https://default.stg.api.discomax.com/users/registration/hasPasswordSet
303763,303850,87,0,0,66,13,200,application/json,6759,575,https://default.stg.api.discomax.com/downloads-manager/any/downloads-manager/v1/user/downloads/active
303793,304228,435,0,0,425,7,201,application/json,1634,1100,https://sdk.iad-01.braze.com/api/v3/data
303798,304000,202,0,0,185,15,201,application/json,797,1805,https://sdk.iad-01.braze.com/api/v3/content_cards/sync
303800,303945,145,0,0,138,6,201,application/json,695,662,https://sdk.iad-01.braze.com/api/v3/data
303801,303995,194,0,0,182,11,201,application/json,715,680,https://sdk.iad-01.braze.com/api/v3/feature_flags/sync
304252,304405,153,0,0,137,7,200,application/json;charset=utf-8,6669,1504,https://default.stg.api.discomax.com/users/me/profiles
311259,311697,438,0,0,427,2,204,,6863,894,https://default.stg.api.discomax.com/users/me/profiles/switchProfile
312088,312261,173,0,0,166,6,200,application/json; charset=utf-8,349,263,https://kpck4q-skadsdkless.appsflyersdk.com/api/v2.0/conversion-value?uid=1697791623758-0309223&app_id=id1666653815&trigger=timer&session_counter=1&iaecounter=1&device_timestamp=1697792003729&prev_response_time=1697791994078&prev_update_time=1697791994079&prev_update_value=-10010&prev_response_code=200&session_length=null&os_version=14.6&sdk_version=6.11.0&bundle_id=com.discovery.mobile.enterprise.discoveryplus&device_model=iPhone13%2C2&gcv_transaction_id=E5F1A68B-37CA-4157-9EEA-314EA9744144
312131,312206,75,0,0,59,7,200,application/json,6709,468,https://stg.api.discomax.com/session-context/headwaiter/v1/bootstrap
312334,312506,172,0,0,153,11,200,application/json,6669,2589,https://default.stg.api.discomax.com/labs/api/v1/sessions/feature-flags/decisions?projectId=eee34681-a45b-42da-a487-81544dfbe620
312347,312511,164,0,0,141,14,200,application/json;charset=utf-8,6669,870,https://default.stg.api.discomax.com/users/me?validateAccount=true
312463,312562,99,0,0,78,13,200,application/json,6669,386,https://default.stg.api.discomax.com/entitlements/userEntitlementsSummary/me
312472,312556,84,0,0,66,10,200,application/json;charset=utf-8,6669,427,https://default.stg.api.discomax.com/users/me/partners
312751,312833,82,0,0,65,8,200,application/json;charset=utf-8,6669,1504,https://default.stg.api.discomax.com/users/me/profiles
313080,313208,128,0,0,112,7,200,application/json;charset=utf-8,6733,406,https://default.stg.api.discomax.com/legal/region
313326,313417,91,0,0,74,8,200,application/json;charset=utf-8,6733,406,https://default.stg.api.discomax.com/legal/region
313612,313739,127,0,0,110,8,200,application/json;charset=utf-8,6773,2752,https://default.stg.api.discomax.com/legal/terms?filter%5Bkind.brandId%5D=beam&decorators=articleBodyRichText.richTextHtml&include=kind%2Cconsent
313878,313970,92,0,0,75,7,200,application/json,6669,538,https://default.stg.api.discomax.com/cms/configs/geoblock
314001,314214,213,0,0,196,8,200,application/json,6759,575,https://default.stg.api.discomax.com/downloads-manager/any/downloads-manager/v1/user/downloads/active
314595,314754,159,0,0,142,8,200,application/json,6669,2569,https://default.stg.api.discomax.com/cms/collections/mobile-menu-bar?include=default
314708,314998,290,34,68,127,28,200,application/json,2902,6626,https://uts-api.itunes.apple.com/uts/v3/configurations?caller=wlk&pfm=iphone&region=US&sfh=143441-1%2C29&v=45
314917,315354,437,22,63,43,20,200,application/octet-stream,226,804,https://clients3.google.com/cast/senderconfig/config?fw=4.6.1.19.11&os=14.6&sm=0&id=-3299648150266902543&pl=iOS&bi=com.discovery.mobile.enterprise.discoveryplus&rt=b&md=iPhone&hw=iPhone
315001,315423,422,15,231,53,14,200,application/protobuf,347,554,https://cast.google.com/cast/nearby/search
315109,315327,218,0,0,183,26,200,application/json,6669,3825,https://default.stg.api.discomax.com/cms/routes/tabbed-home?include=default&decorators=articleBodyRichText.richTextHtml%2CisFavorite%2CviewingHistory%2Cbadges%2Cratings%2CratingDescriptors%2Cedit%2CcontentAction%2CcreditGroups%2Cedit.glyphs%2Cedit.glyphs.images&page%5Bitems.number%5D=1&page%5Bitems.size%5D=10
315506,316547,1041,0,0,393,638,200,application/json,6669,192404,https://default.stg.api.discomax.com/cms/routes/channel/c0d1f27a-e2f8-4b3c-bf3c-ed0c4e258093?page%5Bitems.size%5D=10&include=default&decorators=articleBodyRichText.richTextHtml%2CisFavorite%2CviewingHistory%2Cbadges%2Cratings%2CratingDescriptors%2Cedit%2CcontentAction%2CcreditGroups%2Cedit.glyphs%2Cedit.glyphs.images&page%5Bitems.number%5D=1
315517,316309,792,0,0,312,471,200,application/json,6669,115760,https://default.stg.api.discomax.com/cms/routes/home?page%5Bitems.number%5D=1&page%5Bitems.size%5D=10&decorators=articleBodyRichText.richTextHtml%2CisFavorite%2CviewingHistory%2Cbadges%2Cratings%2CratingDescriptors%2Cedit%2CcontentAction%2CcreditGroups%2Cedit.glyphs%2Cedit.glyphs.images&include=default
315596,316377,781,0,0,270,503,200,application/json,6669,71165,https://default.stg.api.discomax.com/cms/routes/movies?page%5Bitems.number%5D=1&page%5Bitems.size%5D=10&decorators=articleBodyRichText.richTextHtml%2CisFavorite%2CviewingHistory%2Cbadges%2Cratings%2CratingDescriptors%2Cedit%2CcontentAction%2CcreditGroups%2Cedit.glyphs%2Cedit.glyphs.images&include=default
315605,316507,902,0,0,296,597,200,application/json,6669,121491,https://default.stg.api.discomax.com/cms/routes/series?page%5Bitems.size%5D=10&decorators=articleBodyRichText.richTextHtml%2CisFavorite%2CviewingHistory%2Cbadges%2Cratings%2CratingDescriptors%2Cedit%2CcontentAction%2CcreditGroups%2Cedit.glyphs%2Cedit.glyphs.images&include=default&page%5Bitems.number%5D=1
316323,316789,466,13,48,144,21,200,text/xml;charset=utf-8,1995,35438,https://init.itunes.apple.com/bag.xml?ix=6&os=14&locale=en_US
316750,316974,224,0,0,207,8,200,application/json,6669,10753,https://default.stg.api.discomax.com/cms/collections/108021747658818729921285712437803929326?include=default&decorators=articleBodyRichText.richTextHtml%2CisFavorite%2CviewingHistory%2Cbadges%2Cratings%2CratingDescriptors%2Cedit%2CcontentAction%2CcreditGroups%2Cedit.glyphs%2Cedit.glyphs.images
316759,316794,35,0,0,11,23,200,image/png,204,810,https://images.cdn.prd.api.discomax.com/c4a0/245af8155323.png
316984,317410,426,18,45,60,20,200,text/xml;charset=utf-8,1991,35521,https://init.itunes.apple.com/bag.xml?ix=6&os=14&locale=en_US
319750,319911,161,0,0,109,51,200,application/json; charset=utf-8,1641,911,https://api2.branch.io/v1/open
319756,320302,546,0,0,536,9,201,application/json,1178,1100,https://sdk.iad-01.braze.com/api/v3/data
319758,320075,317,0,0,290,25,201,application/json,815,722,https://sdk.iad-01.braze.com/api/v3/content_cards/sync
319759,319986,227,0,0,220,6,201,application/json,715,680,https://sdk.iad-01.braze.com/api/v3/feature_flags/sync
319822,319924,102,0,0,81,12,200,application/json,6669,2599,https://default.stg.api.discomax.com/cms/collections/59059022715279733269116891183858793918?decorators=articleBodyRichText.richTextHtml%2CisFavorite%2CviewingHistory%2Cbadges%2Cratings%2CratingDescriptors%2Cedit%2CcontentAction%2CcreditGroups%2Cedit.glyphs%2Cedit.glyphs.images&include=default
319862,320010,148,0,0,129,9,200,application/json,6669,19873,https://default.stg.api.discomax.com/cms/collections/149129535382737562862120162418427115779?include=default&decorators=articleBodyRichText.richTextHtml%2CisFavorite%2CviewingHistory%2Cbadges%2Cratings%2CratingDescriptors%2Cedit%2CcontentAction%2CcreditGroups%2Cedit.glyphs%2Cedit.glyphs.images
319862,320068,206,0,0,180,20,200,application/json; charset=utf-8,349,263,https://kpck4q-skadsdkless.appsflyersdk.com/api/v2.0/conversion-value?uid=1697791623758-0309223&app_id=id1666653815&trigger=fc&session_counter=1&iaecounter=1&device_timestamp=1697792011500&prev_response_time=1697792004046&prev_update_time=1697792004049&prev_update_value=1&prev_response_code=200&session_length=null&os_version=14.6&sdk_version=6.11.0&bundle_id=com.discovery.mobile.enterprise.discoveryplus&device_model=iPhone13%2C2&gcv_transaction_id=A40FA045-39B7-49DD-A27C-18C939915EEF
319873,320065,192,0,0,166,18,200,application/json,6669,2244,https://default.stg.api.discomax.com/cms/collections/19773211776009485454322221203896015145?include=default&decorators=articleBodyRichText.richTextHtml%2CisFavorite%2CviewingHistory%2Cbadges%2Cratings%2CratingDescriptors%2Cedit%2CcontentAction%2CcreditGroups%2Cedit.glyphs%2Cedit.glyphs.images
319888,320082,194,0,0,155,28,200,application/json,6669,14241,https://default.stg.api.discomax.com/cms/collections/326618117563175456105483459262938970551?include=default&decorators=articleBodyRichText.richTextHtml%2CisFavorite%2CviewingHistory%2Cbadges%2Cratings%2CratingDescriptors%2Cedit%2CcontentAction%2CcreditGroups%2Cedit.glyphs%2Cedit.glyphs.images
319899,320113,214,0,0,197,8,200,application/json,6669,10750,https://default.stg.api.discomax.com/cms/collections/108021747658818729921285712437803929326?include=default&decorators=articleBodyRichText.richTextHtml%2CisFavorite%2CviewingHistory%2Cbadges%2Cratings%2CratingDescriptors%2Cedit%2CcontentAction%2CcreditGroups%2Cedit.glyphs%2Cedit.glyphs.images
319990,320135,145,0,0,127,9,200,application/json,6669,656,https://default.stg.api.discomax.com/cms/collections/70769740194970468346109667343279979623?decorators=articleBodyRichText.richTextHtml%2CisFavorite%2CviewingHistory%2Cbadges%2Cratings%2CratingDescriptors%2Cedit%2CcontentAction%2CcreditGroups%2Cedit.glyphs%2Cedit.glyphs.images&include=default
320084,320309,225,0,0,213,11,200,text/plain,2242,205,https://kpck4q-launches.appsflyersdk.com/api/v6.11/iosevent?app_id=1666653815&buildnumber=6.11.0
322108,322593,485,0,0,477,7,200,application/json; charset=utf-8,349,263,https://kpck4q-skadsdkless.appsflyersdk.com/api/v2.0/conversion-value?uid=1697791623758-0309223&app_id=id1666653815&trigger=timer&session_counter=1&iaecounter=1&device_timestamp=1697792013784&prev_response_time=1697792011852&prev_update_time=1697792011853&prev_update_value=-10010&prev_response_code=200&session_length=null&os_version=14.6&sdk_version=6.11.0&bundle_id=com.discovery.mobile.enterprise.discoveryplus&device_model=iPhone13%2C2&gcv_transaction_id=2C032746-6F3B-4B70-A98B-4C45F9486106
322679,322768,89,0,0,82,6,201,application/json,993,248,https://api.apptentive.com/conversations/65323fdb76906c585b0e61b9/events
322798,323077,279,0,0,229,41,200,application/json,6669,70313,https://default.stg.api.discomax.com/cms/routes/search?page%5Bitems.size%5D=10&decorators=articleBodyRichText.richTextHtml%2CisFavorite%2CviewingHistory%2Cbadges%2Cratings%2CratingDescriptors%2Cedit%2CcontentAction%2CcreditGroups%2Cedit.glyphs%2Cedit.glyphs.images&include=default&page%5Bitems.number%5D=1
330231,330438,207,0,0,198,8,201,application/json,1015,248,https://api.apptentive.com/conversations/65323fdb76906c585b0e61b9/events
331991,332310,319,0,0,312,7,200,application/json; charset=utf-8,349,263,https://kpck4q-skadsdkless.appsflyersdk.com/api/v2.0/conversion-value?uid=1697791623758-0309223&app_id=id1666653815&trigger=timer&session_counter=1&iaecounter=1&device_timestamp=1697792023510&prev_response_time=1697792014377&prev_update_time=1697792014381&prev_update_value=-10010&prev_response_code=200&session_length=null&os_version=14.6&sdk_version=6.11.0&bundle_id=com.discovery.mobile.enterprise.discoveryplus&device_model=iPhone13%2C2&gcv_transaction_id=8209FD10-C1E0-49FE-8648-0EC053021294
333623,334148,525,0,0,290,226,200,application/json,6669,51507,https://default.stg.api.discomax.com/cms/routes/search/result?include=default&decorators=articleBodyRichText.richTextHtml%2CisFavorite%2CviewingHistory%2Cbadges%2Cratings%2CratingDescriptors%2Cedit%2CcontentAction%2CcreditGroups%2Cedit.glyphs%2Cedit.glyphs.images&contentFilter%5Bquery%5D=Frien
333679,334612,933,0,0,502,422,200,application/json,6669,55418,https://default.stg.api.discomax.com/cms/routes/search/result?include=default&contentFilter%5Bquery%5D=Friend&decorators=articleBodyRichText.richTextHtml%2CisFavorite%2CviewingHistory%2Cbadges%2Cratings%2CratingDescriptors%2Cedit%2CcontentAction%2CcreditGroups%2Cedit.glyphs%2Cedit.glyphs.images
333695,334575,880,0,0,484,387,200,application/json,6669,47249,https://default.stg.api.discomax.com/cms/routes/search/result?contentFilter%5Bquery%5D=F&include=default&decorators=articleBodyRichText.richTextHtml%2CisFavorite%2CviewingHistory%2Cbadges%2Cratings%2CratingDescriptors%2Cedit%2CcontentAction%2CcreditGroups%2Cedit.glyphs%2Cedit.glyphs.images
333704,334580,876,0,0,476,391,200,application/json,6669,44872,https://default.stg.api.discomax.com/cms/routes/search/result?contentFilter%5Bquery%5D=Fr&decorators=articleBodyRichText.richTextHtml%2CisFavorite%2CviewingHistory%2Cbadges%2Cratings%2CratingDescriptors%2Cedit%2CcontentAction%2CcreditGroups%2Cedit.glyphs%2Cedit.glyphs.images&include=default
333742,334610,868,0,0,434,423,200,application/json,6669,51571,https://default.stg.api.discomax.com/cms/routes/search/result?contentFilter%5Bquery%5D=Frie&include=default&decorators=articleBodyRichText.richTextHtml%2CisFavorite%2CviewingHistory%2Cbadges%2Cratings%2CratingDescriptors%2Cedit%2CcontentAction%2CcreditGroups%2Cedit.glyphs%2Cedit.glyphs.images
333753,334577,824,0,0,426,389,200,application/json,6669,40310,https://default.stg.api.discomax.com/cms/routes/search/result?contentFilter%5Bquery%5D=Fri&decorators=articleBodyRichText.richTextHtml%2CisFavorite%2CviewingHistory%2Cbadges%2Cratings%2CratingDescriptors%2Cedit%2CcontentAction%2CcreditGroups%2Cedit.glyphs%2Cedit.glyphs.images&include=default
333820,334200,380,0,0,328,44,200,application/json,6669,51882,https://default.stg.api.discomax.com/cms/routes/search/result?contentFilter%5Bquery%5D=Friends&include=default&decorators=articleBodyRichText.richTextHtml%2CisFavorite%2CviewingHistory%2Cbadges%2Cratings%2CratingDescriptors%2Cedit%2CcontentAction%2CcreditGroups%2Cedit.glyphs%2Cedit.glyphs.images
342570,342928,358,0,0,351,6,200,application/json; charset=utf-8,349,263,https://kpck4q-skadsdkless.appsflyersdk.com/api/v2.0/conversion-value?uid=1697791623758-0309223&app_id=id1666653815&trigger=timer&session_counter=1&iaecounter=1&device_timestamp=1697792034135&prev_response_time=1697792024087&prev_update_time=1697792024088&prev_update_value=-10010&prev_response_code=200&session_length=null&os_version=14.6&sdk_version=6.11.0&bundle_id=com.discovery.mobile.enterprise.discoveryplus&device_model=iPhone13%2C2&gcv_transaction_id=976332F4-EEDD-4202-B17D-750227F821DD
350035,350406,371,0,0,363,7,201,application/json,990,248,https://api.apptentive.com/conversations/65323fdb76906c585b0e61b9/events
